id|tweet_text|text|emojis|sentiment_label|emoji_labelsarcasm_label
1191912034213847041|@KilljoyYadi @KanjengRatuAyu1 @jokowi Ngancam aja lhoe..!!! 😂🤣Dasar Pacinko.... 🤭🤣😂|ancam dasar pacinko|😂,🤣,🤭,🤣,😂|0|1|1
1192709533782564864|@Datuk_T4mburin @Dennysiregar7 hahahaha rupanya haus jabatan jugak kok gak ngomong ke jokowi langsung ya kan biar dikasih jabatan menteri nyinyir dan sakit hati 😂😂|hahahaha rupa haus jabat bicara jokowi langsung biar kasih jabat menteri nyinyir sakit hati|😂,😂|0|1|1
1191331914885386240|@4lf4h0tz @didin_amagai @ummufadhil11 @langitm14233948 @ahokpoernomo @trisenka @zarazettirazr @BPJSKesehatanRI Alhamdulilah....gampang solusi tetangga...turunin kelas ke PBI, bikin surat miskin ke lurah camat, ga tembus jg lo DM @jokowi ....😊🙏.|alhamdulillah gampang solusi tetangga turun kelas bikin surat miskin lurah camat tembus|😊,🙏|1|1|0
1192927532934320128|@AdrianShm2019 @anggerPams @AzwarEko @jokowi Jiaahh..sok belagu, junjungan lo masih ngekos nunggu kiriman disono. 😂😂😂😂|sok belagu junjung tinggal tunggu kirim sono|😂,😂,😂,😂|1|1|0
1192268760289144832|@EKaranggo @WiekaWiendaru78 @msaid_didu @prabowo Ha...ha...ha... Kalau udah merdeka kenapa dia mau ikut Menhan ke PINDAD..?? Itu pertanyaannya. Kau sadar ga sih dgn omongan kau..??? Tertampar omongan sendiri... 😀😀😀|ha ha ha merdeka menteri tahan pindad kau sadar omong kau tampar omong|😀,😀,😀|1|1|0
1192834197448089600|@PKerend @Dennysiregar7 @msaid_didu Hanya dijaman presiden @jokowi orang2 goblok &amp; tolol pada pamer di medsos😠😠😠|jam presiden orang goblok tolol pamer medsos|😠,😠,😠|0|0|0
1192672033345167360|@faizalassegaf @jokowi Semua yg di ungkapkan emak ini benar,ini baru perwakilan rakyat yg mengungkap kebenaran dan realita di Negara ini sisi Kesehatan...respek🙌👍🙏😇|emak wakil rakyat nyata negara sisi sehat respek|🙌,👍,🙏,😇|1|1|0
1191333982580789248|@jokowi Karna Pak jokowi no 2 di depan dn pak prabowo no 1 di belakang 😂😂|karna jokowi prabowo|😂,😂|0|1|1
1192449851373416449|@diahkum72862696 @danielgintingm @jokowi Percuma berdebat sama togog mbak nanti ujung2nya mbak di blok😂😂|debat bodoh mbak ujung mbak blok|😂,😂|1|1|0
1192806553113358337|@AdrianShm2019 @hamidahjusri1 @jokowi Weleh, nyumpah aje modalnya...😂😂😂|weh sumpah modal|😂,😂,😂|0|1|1
1191341476640247808|"@Je_Ly @jokowi @KemenkesRI Jadi berkat terus ya Dok dimanapun berada..
Sekiranya Tuhan memberkati berlipat kali ganda 🙏🙏😇😇"|berkat dok sekira tuhan kati lipat kali ganda|🙏,🙏,😇,😇|1|1|0
1190081233868345344|"@Datuk_T4mburin @aniesbaswedan @DKIJakarta @firmanyursak @prabowo @adearmando1 Pengin aman dr UUITE? 
Syaratnya gampang:

👇👇👇

NYEBONK."|pengin aman uang syarat gampang nyebonk|👇,👇,👇|1|2|0
1192238766603132929|@liongfirman @RakjatDjelataaa @kurawa @jokowi Yg pada nuntut janji si @jokowi kok lu artiin org2 yg blangsak &amp; pengangguran.  Justru gw sangsi ama idup lu.  Jgn2 lu cuman org2 yg pura2 bahagia &amp; ikutan ngantri Nasi Bungkus Rendang Lengkuas. 💩😎🔨|tuntut janji arti orang lantur anggur sangsi ama hidup cuman orang pura bahagia antri nasi bungkus rendang lengkuas|💩,😎,🔨|1|1|0
1191292109183016965|"@BashoryZ @prabowo Feeling KU juga begitu  😁👍👍

#HkilafahOutNKRIMaju"|asa ku|😁,👍,👍|0|1|1
1192300867334103042|"Nah ini Abu Janda yang versi menangnya flen .. 😂😂 

Animasi By : Youtube Smackin Bloon
.

Follow me @DedeAldo1 🙏😁🇮🇩
.

#jokowi #marufamin #bumegabercerita #prabowo #budimansudjatmiko #adiannapitupulu #mahfudmd #btp… https://t.co/swZkkqQ4Hm"|abu janda versi menang teman animasi youtube bodoh|😂,😂,🙏,😁,🇮,🇩|0|1|1
1192090750588088321|"@tentarakeraton @Adon32279227 @Dennysiregar7 @tempodotco @aniesbaswedan @jokowi Hahahha..gak punya argumen yg sehat lagi yah? KETOLOLAN kamu tll dipamer sih.. makanya bikin kamu malu sendiri kan?
Babi cina Tolol..😂😂"|hahaha argumen sehat tolol pamer bikin malu babi cina tolol|😂,😂|0|1|1
1192330915214581760|Sebenarnya pidato Jokowi itu kode ke Paloh, kode, kalo tdk senang dgn Pemerintah sekarang, silahkan 3 Menteri dari Nasdem angkat kaki dari Pemerintahan Jokowi, semoga Paloh sadar diri dan cepet2 jadi oposisi... Menyemak aja 😂✌️|pidato jokowi kode paloh kode senang perintah silah menteri nasdem angkat kaki perintah jokowi moga paloh sadar cepat oposisi semak|😂,✌|0|1|1
1191933542567235585|@biroapbj_jtg @jokowi @ganjarpranowo @kominfo_jtg @provjateng @eproc_LKPP Terima kasih telah berpartisipasi dan memeriahkan acara #RakornasPBJ2019 #TransformasiPengadaan Sobat Kredibel... 🙂🙏|terima kasih partisipasi riah acara sobat percaya|🙂,🙏|1|1|0
1190476112091959298|"Terima Kasih Pak @jokowi Anda Telah Memilih Pak @prabowo Sebagai Menteri..
Karena Dengan Hal Itu Secara Tidak Langsung Anda Telah Membuat Orang-Orang Membuka 'Topeng Tolak Radikal'.. 😊🙏"|terima kasih pilih menteri langsung orang orang buka topeng tolak radikal|😊,🙏|0|1|1
1191379679011196929|@MARQUEZ59454550 Nazar nya yang seperti ini saya cuma nanya,,bang🙏🙋https://t.co/WAGuRa9pC2|nazar bang|🙏,🙋|0|1|1
1192441038595592197|"@AbuRajwaRaisha @DenyAbdhi_ @zarazettirazr @jokowi Gue ga lgi bikin narasi
Gue cma miris liat polri ucapkan pancasila sumpah pemuda pake bahasa cina
Lagian ga ada untungnya gue ngeles
Gue cma aneh aja cadar dan celana cingkrang di larang. Tpi bahasa cina ko di prioritas kan
Andai kata itu bahasa inggris gua ga akan posting 😂😁"|bikin narasi miris liat polri pancasila sumpah pemuda pakai bahasa cina untung hindar aneh cadar celana cingkrang larang bahasa cina prioritas andai bahasa inggir gua posting|😂,😁|1|1|0
1192456140778401795|"@farisawii @Reiza_Patters @aniesbaswedan Jika ditelusuri .. 
pasti fansboys nya AHOK
fanboys nya @jokowi
fanboys nya @psi_id 

😂😂😂😂😂😂😂😂😂
Mirip DOKDAY lah, ngakunya IQ142 .. tapi kalo sdh jadi fanboys OOWI ya  you know me know 😂"|telusur fansboys ahok gemar gemar dokday gemar tau tau|😂,😂,😂,😂,😂,😂,😂,😂,😂,😂|1|1|0
1192057764404551688|@irsan_addikri @EdyButsiana @ptinka @Liononthetable @jokowi bahasa batak nya sekalian min🤭😆😀|bahasa batak min|🤭,😆,😀|0|1|1
1192857743134097408|@Tomysahara @yangkalem_ @DivHumas_Polri @jokowi @mohmahfudmd @rockygerung @_terussiapa @putrasancha @Agnessrii @mahardinaaa @Acucanci @62Egi @HendraBudiana @tapiroje @ariyanisetiya_d @vivi_maulidah15 @fifybebby @vanadiarahayuu @DandanNiLL @Citra_Elraza @Firkubo_ @Alakatur_ @alatuyul_ @agrah21 @AL_Hakimmmm @tenangadaku @Kecoatongseng @Irvnirgsri1 @kumparan @KompasTV @TMCPoldaMetro @KPK_RI @smartfrenworld @wardahbeauty @tvOneNews @agusmahr @iyakamusayangku @lucintalunaa_ @bbybojo @bikinkeselek @_terussiapa  kelakuan Tommy jingan berulah lagi🤣🤣🤣|laku tommy bajing ulah|🤣,🤣,🤣|0|1|1
1192668451266891776|"Auranya pandooss👌👍
Wibawanya mantul..😎
Komunikasi lancaaarr jaya..😉
Pak @prabowo dg gesturenya membuat bangsa kita sama tinggi dg mereka 😍 https://t.co/FhnNjrwnle"|aura pandos wibawa mantap bentul komunikasi lancar jaya bentuk tubuh bangsa tingi|👌,👍,😎,😉,😍|1|1|0
1191324605933244416|@Maulinaantika3 @Datuk_T4mburin @tvOneNews @prabowo @sandiuno @aagym @msaid_didu @sudjiwotedjo 😭 ada apa dengan negeriku 😭|negeri|😭,😭|0|0|0
1192621281499238400|@jokowi Kami amat sangat mendukung rencana Pemerintah memindahkan ibukota ke KalTim. Semoga semuanya berjalan lancar demi #IndonesiaMaju👍🇮🇩👍|dukung rencana perintah pindah ibukota kalimantan timur moga jalan lancar|👍,🇮,🇩,👍|0|2|0
1192722279093784576|@msaid_didu Orang merdeka knapa ya kok masih nimbrung di kabinet jokowi 😂 😂 😂 😂 😂.sedih bnget sampean ndrooo|orang merdeka nimbrung kabinet jokowi sedih bange ndro|😂,😂,😂,😂,😂|0|1|1
1192598202962214912|"@Berkarya_Info @amira_swandary Kalau kata presiden @jokowi ibukota yang bisa mengalahkan Abu dhabi...😁😁😁
Itupun kalau admin percaya"|presiden ibukota kalah abu dhabi admin percaya|😁,😁,😁|0|1|1
1192823675361398784|"@Restichayah @Ndrews1162011 @Uki23 @ArmandGusman @jokowi @basuki_btp @psi_id @TsamaraDKI @muannas_alaidid Bacin ... Taek
Tutupin nih trotoar 😅😀 https://t.co/Rw7XZR4yKD"|bacin kotor tutup nih trotoar|😅,😀|0|1|1
1191890206858698752|"@geloraco .
.
Woooiiiii...kyai gemblung..‼️🙄
Zakat itu milik ummat Islam....anda dan jokowi jangan coba2 merampok dari hak kaum dhuafa ummat Islam..‼️😤😤

Demi Alloh....saya sumpahi kalian cepat binasa JIKA dana ZAKAT itu kalian rampas jugaa...‼️😤😤😡😡
.
."|kiai gemblung zakat milik umat islam jokowi coba rampok hak kaum duafa umat islam aloh sumpah cepat binasa dana zakat rampas|‼,🙄,‼,😤,😤,‼,😤,😤,😡,😡|0|2|0
1191756833687343104|@R4jaPurwa @TeddyGusnaidi Jokowi : BUKAN URUSAN SAYA.. *Balik badan,langsung cabut.. 🚣‍♂️|jokowi urus badan langsung cabut|🚣,♂|0|2|0
1191190860504788992|@Yayangaja7 @fahiraidris @poldametrojaya @jokowi @aniesbaswedan Kalau gak kuat jadi gabener jadi warga aja pret 😆😆😆😆 https://t.co/W0c2QQC91K|kuat gubernur buruk warga bohong|😆,😆,😆,😆|0|1|1
1192967787536236544|Hahahahhahaha... Itu jokowi beli mobil baru untuk menteri nya kok kalian diam.  Oia kalian gak boleh berisik ya, ntar d tunjang pula.  😂😂😂😂 https://t.co/Hl6cxpTvXd|hahahahahaha jokowi beli mobil menteri diam iya berisik tunjang|😂,😂,😂,😂|0|1|1
1190613560847720449|"Pak Polisi yang sabar ya ngadepin orang kayak gini.. kerasukan jin aibon 😁🤣
.

Follow me @DedeAldo1 🙏😁🇮🇩
.

#jokowi #marufamin #bumegabercerita #prabowo #budimansudjatmiko #adiannapitupulu #mahfudmd #btp… https://t.co/I84NHboJ8H"|polisi sabar hadap orang kayak gin rasuk jin aibon|😁,🤣,🙏,😁,🇮,🇩|0|1|1
1192380454185226240|@MonyetTempur3 @KilljoyYadi @jokowi 😂😂😂😂😂ngapai ke bogor  anda kan monyet.....jadi knpa jauh2|bogor monyet|😂,😂,😂,😂,😂|1|1|0
1190269202164113408|@Restichayah @prabowo @Dahnilanzar Waduuuhhh gw sempet percuya karena dia horang kaya punya banyak kuda😱🙈|percaya kering kaya kuda|😱,🙈|0|0|0
1192473437966495744|@MonyetTempur3 @thedufresne @sejutatemanid @Dahnilanzar @aniesbaswedan Tuh bahas anies, melipirnya ke jokowi 🤣🤣🤣🤣🤣🤣 cuma kadrun bloon yang bisa🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣|bahas anis pergi jokowi kadrun bodoh|🤣,🤣,🤣,🤣,🤣,🤣,🤣,🤣,🤣,🤣,🤣,🤣,🤣,🤣,🤣,🤣,🤣|1|1|0
1192831226580594688|@jokowi Hidup Presiden RI yang MERAKYAT👍🙏|hidup presiden rakyat|👍,🙏|1|2|0
1192569752520028160|@kurawa @LusiHQ @jokowi Ini org bikin gaduh, dan ga bermutu.. pa apa duit mulu , hahaha ( oh iya , anda hidup di jaman digital bos baginda yth , sering2 duit lah wkwkw 😄😄😄 )|orang bikin gaduh mutu pa duit mulu hahaha iya hidup jaman digital bos baginda hormat duit wkwkw|😄,😄,😄|0|1|1
1192958843094892546|@Moh_Jupri @susidiansafitri @iqbaalliqbaall @jokowi Setiap wrga negara, bebas berkomentar. 😀😀😀😀😀😀😀|warga negara bebas komentar|😀,😀,😀,😀,😀,😀,😀|1|1|0
1191324705854091264|"Banyak yg tertawa karena LUCU &amp; BINGUNG 
😅😅

Luhut : 
Jokowi Ngomong Inggrisnya Lancar, Sampai Para Pemimpin Banyak yang Tertawa https://t.co/rqDYTHOY0A"|tertawa lucu bingung luhut jokowi bicara inggir lancar pimpin tertawa|😅,😅|0|1|1
1191197465694760960|"Wiranto→Mentri Pertahanan Keamaanan yang tidak bisa Mengamankan dirinya sendiri.

Prabowo→Orang yang ingin Menghasilkan Masa Depan, tapi memiliki Problem dimasa Lalunya

Jokowi→.................................. Udah gw ucapin dalam Hati 😬🙈😂😂😂 https://t.co/n2pdgU78t9"|wiranto tahan keamanan aman prabowo orang hasil milik problem jokowi hati|😬,🙈,😂,😂,😂|0|1|1
1192249590449242112|@mahendradatta yang harus diingat @aniesbaswedan ini sempat menjilat pantat @jokowi dan menjelek jelekan @prabowo 😂😂😂😂😂|jilat pantat jelek jelek|😂,😂,😂,😂,😂|0|1|1
1192806146546917378|@AdrianShm2019 @anggerPams @AzwarEko @jokowi Orang kalah yg ngelantir drun. Ujung2nya paling nanti lo nangis bombay...😂😂😂😂|orang kalah lantur drun ujung nang bombay|😂,😂,😂,😂|1|1|0
1190259069711310849|"@Dahnilanzar @Kemhan_RI @prabowo Gak mau terima gak apa apa tp gk perlu jg diumbar ke publik, pak @prabowo &amp; @Dahnilanzar  😁 
PENCITRAAN 😁"|terima umbar publik citra|😁,😁|1|1|0
1191369014020202496|@MSApunya @jokowi 🤣 aku geli sendiri baca komen komennya. Tapi memang bolak balik logika itu lucu.... 😂|geli baca komentar komentar bolak logika lucu|🤣,😂|0|1|1
1190263575735963648|@Dahnilanzar @Kemhan_RI @prabowo 😂😂😂  ditanya  wartawan  dro,,,,  wartawannya salah  nanya  narasumber  ndro🤣🤣🤣  acting mu gak  abis2 ndro🤣🤣|wartawan wartawannya salah narasumber ndro ting mu abis ndro|😂,😂,😂,🤣,🤣,🤣,🤣,🤣|0|1|1
1189797202333335552|@__bangjuna_02__ @R4jaPurwa @NadineOliviea @riri_febri17 @Ism0y0_jati @wakbagong @Sentotprawirod5 @Papa_Bee___ @pipin165 Ok g ada hastag prabowo nyebong yah😂😂😂 @Mazshom2  bangun bangun|hashtag prabowo kecebong bangun bangun|😂,😂,😂|0|1|1
1190271807443501057|"@Restichayah @prabowo @aniesbaswedan SEANDAI NYA NIH..INI MASIH JAMAN WILD WILD WEST...
ADA ""WANTED"" ATAS NAMA MEREKA2...
DAN ANE ""BOUNTY HUNTER""...
ANE GA DIBAYAR PUN MAU DEH..ITUNG2 SHODAQOH..AMAL JARIYAH..DEMI KESEHATAN MATA ANAK CUCU KITA .

😂😂😂"|nih jaman liar liar selatan cari nama hadiah buru bayar deh hitung sedekah amal jariyah sehat mata anak cucu|😂,😂,😂|0|1|1
1192437547592404992|@Nouna_jessica94 @jokowi yg radikal itu kafir dan munafik.. 🤣🤣🤣|radikal kafir munafik|🤣,🤣,🤣|0|1|1
1189845850836492289|@Dahnilanzar @Kemhan_RI @prabowo nah gini jelas bang, thx 👏👏|gin bang terima kasih|👏,👏|0|2|0
1191369862519521281|@hariadhi84 @jokowi @budimandjatmiko @awkarin @HaikhSmartikh @Widyarenee @kurawa @kirekswasta @kokokdirgantoro @kondekturbus_ @bangzul_88 @triwul82 Siap ajarin soal komputer ksana. 2-3 bulan tak apalah. Tapi klo ada sponsor. Tapi tahun depan 😀😀😀|ajar komputer kesana sponsor|😀,😀,😀|0|1|1
1190184946846978048|@Dahnilanzar @Kemhan_RI @prabowo ☝️mau pak,,,eh maaf,, 🙏|eh maaf|☝,🙏|0|2|0
1192578335265570816|@w_runturambi @aniesbaswedan sebut masih banyak rakyat susah,PSI minta Jokowi batalkan pindah ibukota 🤣🤣|rakyat susah psi jokowi batal pindah ibukota|🤣,🤣|0|1|1
1192788814613270530|Sindirran TELAK dari bp Kyai @GusMuwafiq utk @Nenowarisman5 @abdulsomadlcma @AhmadDhaniTRIAD SdhLah jgn Terlalu serius MENGANCAM TUHAN.. POTONG KEMALUAN dan Mengatkan Kafir bagi yg nonton film Korea.. Pakde @jokowi &amp; om @prabowo AKUR spt para Kyai BERSATU krn PANCASILA 😀👏😀😀😀 https://t.co/0OSdykm6xH|sindiran telak kiai serius ancam tuhan potong malu kafir tonton film korea pakde om akur kiai pancasila|😀,👏,😀,😀,😀|0|1|1
1192767311947517952|"Padahal bukan tahun politik
Prabowo uda jadi menhan pun
Kalok mau take over akunku mbo ya yg profesional aja 🤣🤣🤣
Wani piro sini tak juwal daripada Maling nge hack nge hack https://t.co/L4z4jhvG05"|politik prabowo uda menteri tahan ambil over akun tau profesional berani jual maling retas retas|🤣,🤣,🤣|1|1|0
1192680031056732160|@PKSejahtera  hmmm..hmmmm Saling berpelukan 😂😂😂😂 Tp Rakyat Solo sdh cerdas, Pilih ygindependen menurut kalian bagus , asal jgn Anak nya jokowi , Kekuasaan ada di tangan Rakyat ,  capee yaaa lihat panggung sandiwara  terus😂😂😂 https://t.co/7fjnkIIFoy|gumam gumam peluk rakyat solo cerdas pilih independen bagus anak jokowi kuasa tangan rakyat cape lihat panggung sandiwara|😂,😂,😂,😂,😂,😂,😂|1|1|0
1192367937748783104|"@msaid_didu @BPJSKesehatanRI Sebagai teman dekat pak Prabowo... 
Pak said juga harus membisikan kepada beliau.
Agar bisa memberi masukan kepada presiden....
 Karna ucapan nya dia akan timbul dan tenggelam bersama rakyat😁😁"|teman prabowo said bisik beliau masuk presiden karna timbul tenggelam rakyat|😁,😁|0|1|1
1191192308634374144|"Sekadar mengingatkan🙏🏼

Tak sedikit org dibui krn dianggap menghina presiden Jokowi

Bahkan ada yg usianya belasan tahun. 

Dilaporkan &amp; dibui karena status fesbuk ato meme (ya semacam meme joker yg dishare Ade Armando gitu) 

Ooo tentu saja, pelapornya bukan gang Fahira Idris😛"|orang bui anggap hina presiden jokowi usia bas lapor bui status facebook meme meme joker armando lapor gang fahira idris|🙏,🏼,😛|1|2|0
1191936924635869185|@BaHApaLL @hafizh_advi @Restichayah @adearmando1 @aniesbaswedan @jokowi @DivHumas_Polri @CCICPolri 😃😄😅😆😂😉😊❤🇮🇩 maaf2 🙏🙏🙏 boleh jadi yg kurang bener adalah pola Utheg, Hati Nurani dan Lambe oknum si @ustadzmaaher_ ttidak jauh beda dengan seorang oknum profesi sopir diBali ini....🙏🙏🙏😃😄😅😆😂😉😊❤🇮🇩|maaf bener pola utheg hati nurani lambe oknum beda orang oknum profesi sopir bal|😃,😄,😅,😆,😂,😉,😊,❤,🇮,🇩,🙏,🙏,🙏,🙏,🙏,🙏,😃,😄,😅,😆,😂,😉,😊,❤,🇮,🇩|0|1|1
1192456052601606145|IBU KOTA SMART GREEN UNTUK SEMUA MANUSIA DI BUMI PAK.. TIDAK MEMANDANG SUKU, RAS,AGAMA,DAN HILANGKAN SIFAT2 INTOLERANSI DI MASYARAKAT PAK.. AGAR DUNIA MAU INVESTASI BESAR-BESARAN DI INDONESIA, DAN KITA DAPAT BERSAING DI KANCAH DUNIA.. UNTUK MENCARI DUNIA BARU ATAU BUMI BARU ✊✊ https://t.co/9ETXvR0I0r|kota cerdas hijau manusia bumi pandang suku ras agama hilang sifat intoleran masyarakat dunia investasi indonesia saing kancah dunia cari dunia bumi|✊,✊|0|2|0
1190335542036238336|@Kemhan_RI @pindad InshaaAllah Bapak @Kemhan_RI  @prabowo  membawa  yg baik untuk Indonesia , saya melihat banyak perubahan positive mulai dari Kapolri baru dan Bnyk manusia yg td nya salah skrg yg sudah bicara benar , Allah menjaga mu Bapak Aamiin 🤲🤲https://t.co/RKixSoR85y. #NyaiLovePrabowo|insyaallah bawa indonesia lihat ubah positif kapolri manusia salah bicara alah jaga mu amin|🤲,🤲|0|2|0
1192610287154688000|"@TanYoana Dikit dikit bawa nama rakyat..bawa nama rakyat kog dikit dikit.🤣🤣🤣
Btw..Jokowi tetap akan mmimpin Ind.sbgai Presiden RI sampai 2024.
🤣🤣🤣"|dikit dikit bawa nama rakyat bawa nama rakyat dikit dikit jokowi pimpin indonesia presiden|🤣,🤣,🤣,🤣,🤣,🤣|0|1|1
1192296918459641856|"@ariefopg @hugoadiaracelli @DivHumas_Polri @BareskrimPolri @kemkominfo @Kemenag_RI @Kemdikbud_RI @Kemendagri_RI @jokowi @DPR_RI @CCICPolri @PolhukamRI @HamdaanLW825Ky @KonghucuGL Maaf... Sy sudah sangat toleran.. Jgn nuduh sy tidak toleran... Klo tidak ingin melihat rumah ibadah anda menyala dengan api, ditolak pembangunannya, ato umat anda dipersekusi.. 🙏🙏🙏
Take a beer... 🍺"|maaf toleran tuduh toleran lihat rumah ibadah nyala api tolak bangun umat persekusi ambil|🙏,🙏,🙏,🍺|0|2|0
1189841420607078400|@habibthink Kali ini om dahnil kyanya yg bakalan ngelempar hp ke pak prabowo, soalnya om dahnil lebih prabowo daripada prabowo... 😅😂🤣|kali om dahnil kayak lempar handphone prabowo om dahnil prabowo prabowo|😅,😂,🤣|1|1|0
1190240230395109377|@Dahnilanzar @Kemhan_RI @prabowo Halah paling hoax lagi nih. Macam ga tau ente aja. Maaf kami sudah kebal 😂😂😂|halah palsu nih tau ente maaf kebal|😂,😂,😂|1|1|0
1191237457884278784|@NgaritCommunity @illyakbar @03_nakula @i_Pras Klo jokowi bkn pemilik sorga, klo anies kan pemilik sorga..makanya g boleh....🤣🤣|jokowi milik sorga anis milik sorga|🤣,🤣|1|1|0
1192982358367981569|"@QiraniAyar4 udah ada anggarannya masing. 

ini @psi_id sayang banget pak @aniesbaswedan kayanya tiap detik diperhatiin terus..  ampe lupa KSP tambah anggaran buat nampung relawan jokowi, eh nih @psi_id meneng ae kaya ayam sayur.  😁😁😁😁"|anggar sayang banget kaya detik perhati ampe lupa anggar tampung rawan jokowi eh nih neng kaya ayam sayur|😁,😁,😁,😁|0|1|1
1193051600119451648|@Datuk_T4mburin @jokowi Ortodhox concervative... Manstap bang paloh😊😂|orthodox konservatif mantap bang paloh|😊,😂|0|1|1
1192435369490276352|@TirtoID Mentri luhut meng-reza rahardian-kan dirinya dalam kabinet jokowi jilid 2😅😅|luhut meng reza rahardian kabinet jokowi jilid|😅,😅|1|1|0
1191383173893984256|@yoviarista @jokowi Great piece!! 👏🏼 gue setuju bgt di bagian proporsi parpol. Tp yov, gue agak penasaran.. apakah memang ada riset yg membuktikan kalau dgn proporsi menteri wanita cukup banyak, maka aspirasi ttg kesetaraan gender bisa lebih mudah diterima &amp; ditindaklanjuti?|hebat tuju proporsi partai politik yov penasaran riset bukti proporsi menteri wanita aspirasi tara gender mudah terima tindak|👏,🏼|1|2|0
1191339146012282880|"@MSApunya @jokowi TABIAT sih , mo gimana lagi.
Eeeeehh pejabat kang blokir setor komuk jua ternyata😯😯😯 https://t.co/zhc6FTrWKL"|tabiat gimana eh jabat kang blokir setor muka jua nyata|😯,😯,😯|0|2|0
1191363235091345408|"@TurnBackHoax @jokowi @prabowo @beritaKBR Asli ngakak😂
Team halu masih aja awet ya min🤣🤣"|asli tertawa kelompok khayal awet min|😂,🤣,🤣|0|1|1
1191169841073283072|"Agung Podomoro Sedayu, eks Kapolri Sutanto, eks Gub DKI Sutiyoso, Artalyta Suryani, Sandiaga Uno, Prabowo Subiyanto, sampai TNI AL dipegang semua 😆

Gokil ya usaha orang buat nyari pemberat timbangan di akherat ampe segitunya 🤣 https://t.co/XjWcHCEEyc"|agung podomor dayu eks kapolri sutanto eks gubernur sutiyoso artalyta suryani sandiaga prabowo subiyanto tentara nasional indonesia al pegang keren usaha orang cari berat timbang akhirat ampe|😆,🤣|0|1|1
1192774734695387137|Mohon di dengar Pak @jokowi dan Kang @ridwankamil 🙏🙏🙏 https://t.co/wftmKsJbot|mohon dengar kang|🙏,🙏,🙏|0|2|0
1192625945934364672|"@jokowi Gk muluk2 pak seperti yg sekarang aja &amp; gk perlu pindah.
Kalau bpk mau pindah kantor monggo aja. Ibu kota tetep DKI Jakarta🙏🙏🙏"|muluk pindah pindah kantor silah kota jakarta|🙏,🙏,🙏|1|2|0
1193032105749442561|@Ndrews1162011 @alexsima9 @McFatimah @bass_doddy @Restichayah @eppyhsn @Uki23 @jokowi @basuki_btp Belajar jadi cebong ☺️☺️☺️☺️☺️☺️|ajar cebong|☺,☺,☺,☺,☺,☺|0|1|1
1191331583308943360|"Profesor Apriori berbicara di medsos tanpa dipikir 🚩
Coba kalau ada prediksi:

Rocky Gerung diprediksi akan kena stroke lumpuh dan terkapar sekarat 
Coba klo itu😃

Prabowo Subianto Diprediksi Jadi Menteri Pertama yang Direshuffle, Ini Alasan Rocky Gerung https://t.co/erSoozAk38"|profesor apriori bicara medsos pikir coba prediksi rocky gerung prediksi kena stroke lumpuh kapar sekarat coba prabowo subianto prediksi menteri rombak alas rocky gerung|🚩,😃|1|1|0
1190170217306968064|@KompasTV Prabowo klo ketemu presiden hormat terus ya... Udah reflek tangan nya 😊🙏|prabowo ketemu presiden hormat refleks tangan|😊,🙏|1|1|0
1193027234325336064|@JKFC23456789 @jokowi duit kabeh kui jok.....matamu ojo ijo nek ngeti duit cookkk.....😸😸😸😸 https://t.co/NdUZ0cVGPE|duit kui jok mata nek erti duit cok|😸,😸,😸,😸|0|1|1
1192039722559782912|@tempodotco Hahahaa Kadrun ngamuk, seneng liatnya...kehilangan arah, prabowo sdh taubat skrg pemilik metrotivu tuh deketin al ustad Pavarotti 🤣🤣|hahaha kadrun marah neng liat hilang arah prabowo taubat milik metrotv tipu al ustad pavaroti|🤣,🤣|0|1|1
1190623363011502081|@EviSuryanti10 @MaryanaNunung @MARQUEZ59454550 @Mukhtar07120731 @zaenalkase03 @Galih_Akik @7brn_ @hatehti @Rusty12087384 @Ute58221550 @herikus70 @RizkiR4madani @MoelyonovDjalil @jackymanise @prabowo Sehati kita ya🤭🤭🤭|sehat|🤭,🤭,🤭|1|1|0
1189871646854676480|@Dahnilanzar Jangan terpancing dengan mereka mereka ya bg, keep calm and support Bapak @prabowo 🙏🙏|pancing abang kep sabar bantu|🙏,🙏|0|2|0
1192695715350237185|"@RizmaWidiono @kemendagri Jujur formasi kabinet Indonesia maju bener2 horor skrg 😂😂 pak @jokowi full power skrg. SP 
 Sj langsung d lumat dgn gaya yg santun."|jujur formasi kabinet indonesia maju bener horor penuh kuat langsung lumat gaya santun|😂,😂|0|1|1
1192812286186020865|@Savega09169739 @msaid_didu @prabowo Wkwkwkwkwk sblum di suruh hutang pun @prabowo pasti berhutang, jgn2 disimpan nya malah ke swis 😁😁😁|wkwkwkwkwk suruh hutang hutang simpan swiss|😁,😁,😁|0|1|1
1192821452808052736|@JMandiri01 @Udonudon14 @filosofiksi @Dahnilanzar @prabowo 😂😂😂 KUA PPAS dan orang2 masalahin komponen yg harus di input krn sistemnya di design seperti itu, ya TOLOL. anda ngerti plafon anggaran ga?|kua pas orang komponen masuk sistem desain tolol erti plafon anggar|😂,😂,😂|0|1|1
1191909182946996225|@benibahtiar19 @KanjengRatuAyu1 @jokowi Kita harus syukuri barang import 👍😂😂 btw,  PT. INKA itu perusahan negeri atau asing ? 😂🤣🤭|syukur barang impor persero batas inka negeri asing|👍,😂,😂,😂,🤣,🤭|0|1|1
